TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS,VolatileAcidity_log1p,Chlorides_log1p
4,7.4,0.16,0.39,15.5,0.063,109.0,135.0,0.9984,2.9,0.575,10.4,-1,8.0,2.0,0.14842000511827327,0.061095099359810875
0,13.2,0.53,0.66,30.2,0.241,17.0,31.0,0.9964,3.33,0.56,13.3,0,8.0,2.0,0.4252677354043441,0.21591750622247016
0,7.1,0.13,0.39,1.8,0.046,43.0,114.0,1.01576,3.32,0.9,11.6,-1,8.0,2.0,0.12221763272424921,0.04497336564273116
4,4.3,0.4,0.18,30.2,0.063,2.0,210.0,0.9962,3.09,1.19,8.9,2,7.0,2.0,0.33647223662121295,0.061095099359810875
4,14.149999999999999,0.69,0.9999999999999999,1.5,0.031,17.0,122.0,1.0197075,3.25,1.19,10.3,0,9.0,2.0,0.5247285289349821,0.030529205034822874
3,5.6,0.82,0.26,5.7,0.031,12.0,150.0,1.0197075,2.25,1.19,10.8,0,6.0,2.0,0.598836501088704,0.030529205034822874
0,4.1,0.34,0.3,8.3,0.248,113.5,150.0,0.99139,3.37,0.575,12.3,1,7.0,2.0,0.29266961396282004,0.22154226994723591
3,7.2,1.1949999999999998,0.9999999999999999,17.6,0.1,43.0,125.0,0.99966,3.26,0.47,8.8,-1,7.0,2.0,0.7861820465271346,0.09531017980432487
0,4.8,0.36,0.17,8.7,0.063,43.0,150.0,1.0197075,3.31,0.69,9.6,2,9.5,2.0,0.3074846997479606,0.061095099359810875
2,6.7,1.04,0.39,2.2,0.248,16.0,321.0,1.01945,3.28,0.575,16.7,-2,9.0,2.0,0.712949807856125,0.22154226994723591
4,7.4,0.16,0.9999999999999999,13.7,0.056,33.0,168.0,0.99941,2.25,1.19,8.7,-1,8.0,2.0,0.14842000511827327,0.054488185284069734
4,7.2,0.26,0.74,9.6,0.05,56.0,162.0,1.0197075,3.03,0.575,8.8,1,8.0,2.0,0.23111172096338664,0.04879016416943201
0,4.0,0.36,0.35,1.9,0.067,25.0,57.0,0.997,3.97,0.71,10.3,0,9.5,2.0,0.3074846997479606,0.06485097231961633
5,6.1,1.1949999999999998,0.39,1.85,0.031,113.5,321.0,1.0197075,3.03,0.3,11.8,0,7.0,2.0,0.7861820465271346,0.030529205034822874
0,10.5,0.24,0.79,2.1,0.066,6.0,150.0,0.9978,3.06,1.19,14.8,0,9.5,2.0,0.2151113796169455,0.06391332574365281
4,9.1,0.36,0.9999999999999999,8.7,0.18,67.0,278.0,0.97669,2.44,0.575,9.5,1,8.0,2.0,0.3074846997479606,0.16551443847757338
3,14.149999999999999,0.36,0.34,1.0,0.19,113.5,69.0,0.99138,3.2,0.99,10.1,0,6.0,2.0,0.3074846997479606,0.173953307123438
4,8.2,1.17,0.07,10.8,0.063,42.0,150.0,0.9978,2.7,0.51,12.8,1,7.0,2.0,0.7747271675523681,0.061095099359810875
4,8.6,0.23,0.39,8.7,0.206,29.0,150.0,0.9685275,3.26,1.19,12.3,-1,8.0,2.0,0.20701416938432612,0.18730909830499368
3,12.4,1.1949999999999998,0.18,21.2,0.183,113.5,87.0,0.97548,3.14,0.53,12.7,-1,7.0,2.0,0.7861820465271346,0.16805358499624973
5,6.3,0.14,0.91,8.2,0.063,113.5,199.0,0.99394,3.13,1.19,16.849999999999998,1,8.0,2.0,0.1310282624064041,0.061095099359810875
3,14.149999999999999,0.66,0.19,17.55,0.19,62.0,150.0,0.9999,3.2,0.68,10.4,1,9.0,2.0,0.5068176023684519,0.173953307123438
2,7.1,0.28,0.9999999999999999,8.7,0.08,21.0,85.0,0.9685275,3.19,0.42,12.2,-1,8.0,2.0,0.2468600779315258,0.07696104113612832
0,4.7,0.21,0.15,30.2,0.076,19.0,40.0,0.9961,2.49,0.7,10.1,0,8.0,2.0,0.19062035960864973,0.07325046173959268
0,7.2,0.36,0.61,15.5,0.063,31.0,321.0,0.99408,3.19,0.44,13.0,0,7.0,2.0,0.3074846997479606,0.061095099359810875
0,3.1,0.82,0.58,30.2,0.039,113.5,321.0,1.0197075,3.65,0.31,7.7,2,7.0,2.0,0.598836501088704,0.03825871211709034
3,11.1,1.01,0.33,30.2,0.063,60.0,168.0,0.97748,3.1,0.56,15.9,0,7.0,2.0,0.6981347220709844,0.061095099359810875
3,7.5,0.2,0.39,30.2,0.063,8.0,321.0,0.97209,2.25,0.62,11.2,0,8.0,2.0,0.18232155679395462,0.061095099359810875
2,2.7,1.1949999999999998,0.39,7.6,0.248,38.0,321.0,0.99845,4.17,0.71,16.849999999999998,-1,8.0,2.0,0.7861820465271346,0.22154226994723591
3,7.3,1.1949999999999998,0.45,14.8,0.057,113.5,150.0,0.9685275,4.17,0.57,16.849999999999998,0,8.0,2.0,0.7861820465271346,0.055434706888100586
5,6.4,0.36,0.05,2.0,0.063,30.0,133.0,0.9908,3.12,0.575,11.4,0,7.0,2.0,0.3074846997479606,0.061095099359810875
4,4.3,0.16,0.3,21.8,0.248,113.0,176.0,1.01481,3.22,0.46,9.1,1,9.5,2.0,0.14842000511827327,0.22154226994723591
6,6.0,0.32,0.32,13.7,0.041,113.5,186.0,0.99235,3.22,0.54,11.0,2,7.0,2.0,0.2776317365982795,0.04018178963283184
4,7.1,0.0,0.39,8.7,0.053,32.0,211.0,0.9685275,3.04,0.59,15.2,0,8.0,2.0,0.0,0.05164323315183845
3,13.4,0.28,0.25,2.5,0.063,56.0,108.0,0.99475,2.46,0.55,9.0,0,7.0,2.0,0.2468600779315258,0.061095099359810875
8,9.2,0.33,0.32,8.7,0.04,113.5,321.0,0.97842,3.31,0.4,13.1,2,7.0,2.0,0.28517894223366236,0.039220713153281295
5,7.2,0.36,0.56,30.2,0.04,14.0,150.0,0.96985,3.2,0.33,10.7,1,8.0,2.0,0.3074846997479606,0.039220713153281295
3,7.4,0.36,0.39,1.6,0.063,11.0,150.0,0.99991,2.93,0.575,10.8,0,9.5,2.0,0.3074846997479606,0.061095099359810875
2,7.2,0.91,0.9999999999999999,30.2,0.063,20.0,150.0,0.99985,4.16,1.19,9.4,-1,7.0,2.0,0.6471032420585385,0.061095099359810875
5,12.7,0.26,0.2,8.7,0.063,35.0,150.0,0.99836,2.69,0.89,4.9,1,7.0,2.0,0.23111172096338664,0.061095099359810875
6,2.2,0.29,0.75,2.8,0.248,113.5,150.0,0.9986,2.65,0.575,9.4,1,9.5,2.0,0.2546422183735807,0.22154226994723591
6,5.9,0.27,0.9999999999999999,30.2,0.063,31.0,96.0,0.9949,3.35,0.73,16.8,0,6.0,2.0,0.23901690047049992,0.061095099359810875
0,14.149999999999999,0.31,0.9999999999999999,30.2,0.056,113.5,321.0,0.9685275,3.01,0.06999999999999995,9.2,1,8.0,2.0,0.27002713721306015,0.054488185284069734
6,1.7500000000000009,0.36,0.36,8.7,0.028,31.0,104.0,1.0197075,3.35,1.19,12.1,0,8.0,2.0,0.3074846997479606,0.027615167032973367
0,5.5,1.1949999999999998,0.9999999999999999,1.7,0.248,12.0,150.0,0.99623,3.0,0.575,9.2,1,9.5,2.0,0.7861820465271346,0.22154226994723591
5,13.7,0.36,0.46,8.7,0.03,30.0,106.0,0.9907,3.23,0.47,12.5,1,9.0,2.0,0.3074846997479606,0.0295588022415444
4,14.149999999999999,0.36,0.39,1.1,0.031,40.0,150.0,0.9929,2.94,0.3,6.4,0,9.5,2.0,0.3074846997479606,0.030529205034822874
4,7.0,0.25,0.56,8.7,0.145,20.0,95.0,1.0197075,3.23,0.53,11.0,0,8.0,2.0,0.22314355131420976,0.13540463700620295
4,7.2,0.08,0.49,30.2,0.063,74.0,321.0,1.0001,3.03,0.52,14.8,0,9.0,2.0,0.07696104113612832,0.061095099359810875
2,14.149999999999999,0.36,0.2,8.7,0.243,48.0,38.0,0.9685275,3.31,1.19,10.3,-1,9.0,2.0,0.3074846997479606,0.21752781252857406
5,7.2,0.36,0.74,7.2,0.037,43.0,199.0,1.00236,3.04,0.44,13.0,2,8.0,2.0,0.3074846997479606,0.03633192924739028
0,14.149999999999999,1.09,0.5,13.8,0.205,113.5,150.0,1.00242,3.16,0.575,8.8,0,9.5,2.0,0.7371640659767197,0.1864795669426183
0,6.8,1.1949999999999998,0.47,8.7,0.03,43.0,110.0,0.97478,3.45,0.59,12.0,0,8.0,2.0,0.7861820465271346,0.0295588022415444
5,3.0,0.34,0.54,8.7,0.06,43.0,235.0,1.00182,2.44,1.19,16.849999999999998,1,9.5,2.0,0.29266961396282004,0.058268908123975775
0,6.5,0.36,0.0,2.3,0.166,6.0,32.0,1.00532,3.06,0.06999999999999995,10.0,0,7.0,2.0,0.3074846997479606,0.15357908792830063
0,10.0,0.35,0.9999999999999999,30.2,0.248,43.0,150.0,0.99585,3.23,0.575,12.0,-1,9.5,2.0,0.30010459245033805,0.22154226994723591
0,3.0,0.36,0.01,13.1,0.05,43.0,200.0,1.0197075,3.04,1.19,8.9,0,8.0,2.0,0.3074846997479606,0.04879016416943201
6,6.8,0.18,0.35,8.7,0.063,53.0,143.0,0.99898,3.1,0.42,11.0,1,7.0,2.0,0.16551443847757338,0.061095099359810875
0,10.4,0.44,0.73,6.55,0.101,5.0,321.0,0.999,2.25,1.07,12.0,-1,9.5,2.0,0.3646431135879093,0.09621885774054292
3,12.4,1.1949999999999998,0.34,8.7,0.248,40.0,150.0,0.9705,4.17,0.575,12.8,-2,6.0,2.0,0.7861820465271346,0.22154226994723591
0,6.8,0.15,0.39,8.4,0.142,113.5,133.0,0.9685275,3.17,0.39,9.9,1,7.0,2.0,0.13976194237515868,0.13278111123381847
2,7.2,0.36,0.9999999999999999,8.6,0.049,43.0,257.0,0.9685275,3.18,0.68,9.6,-1,7.0,2.0,0.3074846997479606,0.04783732941416013
6,7.1,0.45,0.24,30.2,0.04,24.0,150.0,0.99126,2.6,0.24,16.849999999999998,0,8.0,2.0,0.37156355643248307,0.039220713153281295
4,7.2,0.27,0.37,8.7,0.248,27.0,321.0,0.99174,3.13,1.16,12.7,1,8.0,2.0,0.23901690047049992,0.22154226994723591
4,12.9,0.445,0.39,14.5,0.045,43.0,42.0,0.9986,4.17,1.19,16.849999999999998,0,8.0,2.0,0.3681093215643955,0.04401688541677432
2,7.2,0.36,0.32,5.6,0.014,15.0,68.0,0.99163,2.25,1.19,11.1,-2,7.0,2.0,0.3074846997479606,0.013902905168991422
6,3.3,0.36,0.4,8.7,0.055,41.0,167.0,0.99668,2.77,0.4,10.4,1,9.0,2.0,0.3074846997479606,0.05354076692802982
3,3.2,0.35,0.98,5.0,0.063,48.0,321.0,0.9937,2.25,0.71,5.9,0,6.0,2.0,0.30010459245033805,0.061095099359810875
0,6.5,0.36,0.0,1.9,0.065,41.0,294.0,0.99507,2.25,1.19,16.0,-1,7.0,2.0,0.3074846997479606,0.06297479916138843
6,12.1,0.14,0.51,8.7,0.063,57.0,150.0,1.00478,2.91,0.54,10.7,1,7.0,2.0,0.1310282624064041,0.061095099359810875
5,7.2,0.62,0.9999999999999999,30.2,0.063,43.0,150.0,1.01135,3.32,0.575,14.8,1,8.0,2.0,0.4824261492442927,0.061095099359810875
6,9.1,0.15,0.9,12.8,0.248,43.0,150.0,0.9922,3.42,0.69,7.0,0,7.0,2.0,0.13976194237515868,0.22154226994723591
0,14.149999999999999,0.36,0.39,1.5,0.063,41.0,234.0,0.99652,3.2,0.84,16.849999999999998,-1,9.5,2.0,0.3074846997479606,0.061095099359810875
3,14.149999999999999,0.61,0.39,2.5,0.081,17.0,87.0,0.99745,3.14,0.52,7.9,-1,8.0,2.0,0.4762341789963716,0.07788653865707122
4,8.3,0.97,0.39,30.2,0.063,20.0,321.0,0.9927,2.65,0.32,10.2,0,9.0,2.0,0.6780335427498971,0.061095099359810875
0,1.8,0.21,0.91,1.7,0.231,43.0,212.0,0.9933,3.49,0.71,4.45,-1,7.0,2.0,0.19062035960864973,0.20782684720231648
3,10.7,0.36,0.39,0.2,0.248,113.5,321.0,0.97453,3.2,0.575,4.45,0,9.5,2.0,0.3074846997479606,0.22154226994723591
4,7.2,0.24,0.39,8.7,0.037,41.0,95.0,1.0197075,2.35,0.36,12.5,0,8.0,2.0,0.2151113796169455,0.03633192924739028
6,7.3,0.36,0.36,2.1,0.034,30.0,177.0,0.99928,3.2,0.575,16.1,0,8.0,2.0,0.3074846997479606,0.03343477608623739
5,12.9,1.1949999999999998,0.07,30.2,0.063,11.0,150.0,0.9685275,3.64,0.55,10.4,1,8.0,2.0,0.7861820465271346,0.061095099359810875
5,7.3,0.19,0.27,13.9,0.057,43.0,155.0,0.99807,4.13,0.41,8.8,-1,8.0,2.0,0.173953307123438,0.055434706888100586
6,11.3,0.24,0.9999999999999999,8.7,0.246,43.0,150.0,0.99155,2.32,0.66,11.7,1,7.0,2.0,0.2151113796169455,0.2199384203652614
0,4.4,0.3,0.71,13.5,0.039,88.0,165.0,0.9685275,3.85,0.575,13.3,0,8.0,2.0,0.262364264467491,0.03825871211709034
0,7.2,0.645,0.0,5.5,0.248,43.0,18.0,1.0197075,4.1,0.99,13.7,0,8.0,2.0,0.49774038421733524,0.22154226994723591
4,6.4,0.32,0.23,16.2,0.055,36.0,321.0,0.9986,3.22,0.68,9.1,1,7.0,2.0,0.2776317365982795,0.05354076692802982
5,6.6,0.17,0.1,1.1,0.063,13.0,73.0,0.9685275,3.17,0.575,12.8,1,7.0,2.0,0.15700374880966475,0.061095099359810875
3,7.2,0.31,0.63,13.3,0.056,43.0,244.0,1.01126,2.25,1.19,5.8,0,8.0,2.0,0.27002713721306015,0.054488185284069734
4,13.6,0.44,0.2,11.5,0.226,44.0,150.0,0.998,3.27,0.575,9.0,1,8.0,2.0,0.3646431135879093,0.20375683751401966
0,5.6,1.1949999999999998,0.39,8.7,0.248,113.5,25.0,1.0197075,3.56,0.89,15.4,0,6.0,2.0,0.7861820465271346,0.22154226994723591
3,13.8,1.1949999999999998,0.39,13.3,0.1,53.0,128.0,0.9685275,3.14,0.48,8.5,-1,7.0,2.0,0.7861820465271346,0.09531017980432487
4,7.6,0.28,0.41,8.7,0.063,43.0,117.0,1.0197075,3.08,0.575,10.0,1,8.0,2.0,0.2468600779315258,0.061095099359810875
3,7.4,0.24,0.83,7.7,0.031,43.0,150.0,1.0197075,3.5,0.37,10.5,0,7.0,2.0,0.2151113796169455,0.030529205034822874
0,14.149999999999999,0.36,0.1,8.7,0.084,113.5,150.0,0.9994,3.34,0.72,10.0,-2,9.0,2.0,0.3074846997479606,0.08065790301745447
5,8.4,0.91,0.9999999999999999,30.2,0.055,56.0,131.0,0.994,3.22,0.575,6.6,1,7.0,2.0,0.6471032420585385,0.05354076692802982
4,8.0,0.78,0.32,7.6,0.248,61.0,204.0,0.99543,4.17,0.76,10.1,0,9.0,2.0,0.5766133643039938,0.22154226994723591
4,5.1,0.33,0.9999999999999999,30.2,0.053,43.0,321.0,0.9824,3.13,1.1,14.5,1,6.0,2.0,0.28517894223366236,0.05164323315183845
3,7.2,0.26,0.3,7.9,0.063,113.5,22.0,0.99136,2.96,1.19,12.9,-1,8.0,2.0,0.23111172096338664,0.061095099359810875
5,5.9,0.34,0.31,2.0,0.063,43.0,264.0,0.98892,3.4,0.575,12.9,0,7.0,2.0,0.29266961396282004,0.061095099359810875
4,10.2,0.36,0.28,8.7,0.175,33.0,93.0,0.98297,3.31,0.43,13.0,0,7.0,2.0,0.3074846997479606,0.16126814759612226
0,7.2,0.58,0.01,30.2,0.248,65.0,150.0,0.99791,4.12,0.56,12.8,0,8.0,2.0,0.4574248470388754,0.22154226994723591
7,5.6,0.41,0.24,1.9,0.034,43.0,321.0,0.98815,3.0,0.575,13.5,2,6.0,2.0,0.3435897043900769,0.03343477608623739
2,8.2,0.365,0.9999999999999999,8.7,0.063,43.0,150.0,0.9685275,3.14,0.575,10.9,0,7.0,2.0,0.31115442863692305,0.061095099359810875
4,2.3,0.21,0.34,16.05,0.04,43.0,114.0,0.98703,3.11,0.38,12.2,1,7.0,2.0,0.19062035960864973,0.039220713153281295
4,14.149999999999999,0.42,0.33,2.8,0.063,43.0,150.0,0.99,2.45,1.19,16.2,0,7.0,2.0,0.35065687161316933,0.061095099359810875
0,14.149999999999999,0.6,0.25,8.7,0.063,9.0,38.0,1.0197075,3.94,0.575,8.3,0,9.0,2.0,0.4700036292457355,0.061095099359810875
0,13.5,0.7,0.39,2.5,0.248,43.0,15.0,0.99365,2.25,0.6,10.7,0,9.5,2.0,0.5306282510621704,0.22154226994723591
4,14.149999999999999,0.17,0.9999999999999999,3.3,0.063,113.5,150.0,0.98221,2.36,0.51,15.0,0,8.0,2.0,0.15700374880966475,0.061095099359810875
5,6.8,0.36,0.59,8.7,0.248,38.0,132.0,0.98559,3.11,1.19,4.45,1,8.0,2.0,0.3074846997479606,0.22154226994723591
5,7.2,1.1949999999999998,0.39,8.7,0.063,57.0,150.0,0.99566,3.17,0.44,15.4,1,7.0,2.0,0.7861820465271346,0.061095099359810875
4,6.4,1.1949999999999998,0.57,8.7,0.092,40.0,158.0,0.9928,3.21,0.575,9.8,0,7.0,2.0,0.7861820465271346,0.08801087732271329
3,6.8,0.36,0.39,30.2,0.248,34.0,124.0,1.0021,3.18,0.35,12.1,-1,8.0,2.0,0.3074846997479606,0.22154226994723591
2,6.5,0.58,0.39,8.7,0.248,25.0,150.0,0.99216,3.29,0.575,4.6,-1,7.0,2.0,0.4574248470388754,0.22154226994723591
4,10.4,0.38,0.24,2.9,0.248,113.5,101.0,1.00933,2.6,0.575,12.5,0,7.0,2.0,0.32208349916911333,0.22154226994723591
4,7.9,0.23,0.49,0.9,0.063,15.0,73.0,0.9928,3.07,0.92,13.0,0,9.0,2.0,0.20701416938432612,0.061095099359810875
0,6.5,0.22,0.39,12.2,0.1,43.0,150.0,0.99356,3.17,0.42,11.3,1,7.0,2.0,0.19885085874516517,0.09531017980432487
6,14.149999999999999,0.37,0.9999999999999999,30.2,0.024,61.0,150.0,0.9893,3.47,1.19,12.6,1,7.0,2.0,0.31481073984003355,0.02371652661731604
4,8.3,1.1949999999999998,0.25,6.1,0.063,7.0,120.0,0.99616,4.03,0.575,9.8,1,9.0,2.0,0.7861820465271346,0.061095099359810875
4,6.4,0.18,0.14,8.7,0.248,43.0,150.0,0.9978,3.58,0.68,13.2,1,7.0,2.0,0.16551443847757338,0.22154226994723591
4,7.2,0.53,0.24,30.2,0.063,25.0,143.0,0.9914,3.31,1.1,16.0,0,7.0,2.0,0.4252677354043441,0.061095099359810875
5,7.2,1.1949999999999998,0.76,8.7,0.141,43.0,150.0,1.01144,3.93,1.19,13.5,0,6.0,2.0,0.7861820465271346,0.13190507087993858
0,7.2,0.31,0.29,15.0,0.05,43.0,143.0,0.99332,4.17,0.5,9.1666666667,2,6.0,2.0,0.27002713721306015,0.04879016416943201
5,3.6,1.1949999999999998,0.73,8.7,0.04,39.0,150.0,0.98886,3.2,0.7,13.1,-1,7.0,2.0,0.7861820465271346,0.039220713153281295
6,6.0,0.36,0.9999999999999999,1.1,0.033,38.0,50.0,0.98954,3.49,1.19,11.5,2,6.0,2.0,0.3074846997479606,0.032467190137501496
4,5.4,0.59,0.07,7.0,0.045,113.5,147.0,0.9944,2.53,0.57,9.7,0,6.0,2.0,0.4637340162321401,0.04401688541677432
3,8.5,0.36,0.72,1.1,0.063,43.0,150.0,1.0197075,3.09,0.575,9.5,1,8.0,2.0,0.3074846997479606,0.061095099359810875
3,8.6,0.36,0.85,8.7,0.045,113.5,109.0,0.99249,2.26,0.39,15.5,0,9.0,2.0,0.3074846997479606,0.04401688541677432
5,1.9,0.36,0.96,13.2,0.063,113.5,47.0,0.9934,3.47,1.19,10.4,1,9.0,2.0,0.3074846997479606,0.061095099359810875
3,9.5,1.1949999999999998,0.93,30.2,0.052,28.0,95.0,0.9955,3.14,0.41,9.6,0,8.0,2.0,0.7861820465271346,0.050693114315518116
4,14.1,0.28,0.36,8.7,0.063,58.0,321.0,0.99556,4.17,0.575,10.1,0,7.0,2.0,0.2468600779315258,0.061095099359810875
3,7.2,0.29,0.9999999999999999,8.7,0.045,45.0,150.0,1.01821,2.26,0.37,6.6,0,6.0,2.0,0.2546422183735807,0.04401688541677432
3,7.7,0.39,0.39,7.7,0.036,11.0,321.0,1.0197075,3.33,0.76,11.2,-1,9.0,2.0,0.3293037471426004,0.03536714383729131
4,3.9,0.2,0.5,18.1,0.054,50.0,321.0,0.99941,3.85,1.19,14.3,0,7.0,2.0,0.18232155679395462,0.05259245011917058
0,14.149999999999999,0.36,0.02,8.7,0.072,43.0,321.0,0.99566,2.35,0.575,7.3666666667,0,8.0,2.0,0.3074846997479606,0.06952606264861023
0,6.4,0.55,0.9999999999999999,12.6,0.063,37.0,321.0,0.96933,2.28,0.56,9.3,2,9.0,2.0,0.4382549309311553,0.061095099359810875
6,1.7500000000000009,1.1949999999999998,0.39,8.7,0.063,43.0,122.0,0.9685275,3.47,0.575,10.5,0,7.0,2.0,0.7861820465271346,0.061095099359810875
4,6.3,0.53,0.23,14.2,0.037,113.5,176.0,1.00808,2.52,0.99,4.45,0,7.0,2.0,0.4252677354043441,0.03633192924739028
0,7.2,0.19,0.38,8.7,0.06,19.0,150.0,1.00036,3.39,0.575,11.8,-1,9.0,2.0,0.173953307123438,0.058268908123975775
5,6.7,0.21,0.22,1.5,0.248,43.0,123.0,0.98949,3.92,0.36,12.6,0,7.0,2.0,0.19062035960864973,0.22154226994723591
1,7.2,1.1949999999999998,0.9999999999999999,8.7,0.054,43.0,110.0,0.99893,2.25,0.52,9.1,-1,7.0,2.0,0.7861820465271346,0.05259245011917058
5,6.45,0.14,0.42,1.2,0.063,43.0,144.0,1.0072,3.27,1.19,11.1,0,7.0,2.0,0.1310282624064041,0.061095099359810875
6,7.9,0.36,0.29,30.2,0.063,33.0,150.0,0.99641,2.39,0.32,11.8,1,8.0,2.0,0.3074846997479606,0.061095099359810875
5,7.9,0.17,0.32,8.7,0.053,47.0,150.0,0.9948,3.29,0.76,6.1,1,8.0,2.0,0.15700374880966475,0.05164323315183845
4,2.9,0.86,0.31,8.7,0.063,34.0,121.0,0.9685275,3.06,0.46,16.849999999999998,0,7.0,2.0,0.6205764877251099,0.061095099359810875
0,6.5,0.46,0.39,8.7,0.114,9.0,37.0,0.9685275,3.66,1.16,14.9,0,7.0,2.0,0.37843643572024505,0.10795714150509228
3,14.149999999999999,0.61,0.39,30.2,0.042,62.0,150.0,1.0184,3.15,0.575,10.4,0,7.0,2.0,0.4762341789963716,0.04114194333117518
2,6.4,0.36,0.9999999999999999,8.7,0.038,59.0,234.0,0.9955,3.28,0.42,8.8,-1,7.0,2.0,0.3074846997479606,0.037295784743696894
1,6.7,1.1949999999999998,0.31,9.9,0.248,10.0,150.0,0.97029,3.93,0.96,11.4,-2,7.0,2.0,0.7861820465271346,0.22154226994723591
6,7.4,0.05,0.39,15.5,0.063,113.5,150.0,0.9984,2.9,0.575,10.4,1,8.0,2.0,0.04879016416943201,0.061095099359810875
4,7.2,0.25,0.39,8.7,0.248,50.0,162.0,1.0197075,2.52,0.575,9.5,1,6.0,2.0,0.22314355131420976,0.22154226994723591
6,8.4,0.36,0.36,2.0,0.063,113.5,150.0,0.99386,2.81,0.575,12.5,1,9.0,2.0,0.3074846997479606,0.061095099359810875
4,7.2,1.1949999999999998,0.39,30.2,0.046,29.0,321.0,1.0197075,3.26,0.5,10.8,0,8.0,2.0,0.7861820465271346,0.04497336564273116
3,7.5,0.36,0.39,1.6,0.079,113.5,58.0,0.9685275,3.34,0.58,10.4,0,8.0,2.0,0.3074846997479606,0.07603468627599762
4,14.149999999999999,0.915,0.9999999999999999,1.9,0.063,43.0,150.0,0.97042,3.3,0.59,6.1,0,9.0,2.0,0.6497176226326093,0.061095099359810875
2,7.2,0.4,0.78,30.2,0.041,70.0,321.0,1.0197075,4.12,0.66,16.849999999999998,0,8.0,2.0,0.33647223662121295,0.04018178963283184
0,11.6,0.36,0.4,1.4,0.091,43.0,28.0,0.99704,3.07,0.575,6.1333333333,-1,9.5,2.0,0.3074846997479606,0.08709470685093376
4,8.4,0.51,0.31,2.8,0.063,89.0,89.0,0.9685275,2.96,0.45,9.5,0,9.0,2.0,0.412109650826833,0.061095099359810875
3,4.3,0.26,0.28,6.3,0.248,43.0,143.0,0.99437,3.85,0.5,10.0,-1,9.0,2.0,0.23111172096338664,0.22154226994723591
3,14.149999999999999,0.18,0.39,30.2,0.063,113.5,150.0,1.01508,3.91,0.44,10.4,-1,9.0,2.0,0.16551443847757338,0.061095099359810875
0,14.149999999999999,0.32,0.43,7.5,0.063,43.0,223.0,0.9959,3.14,0.41,8.9,1,7.0,2.0,0.2776317365982795,0.061095099359810875
3,7.3,0.43,0.39,8.7,0.063,17.0,126.0,0.991,2.74,0.77,11.0,-1,8.0,2.0,0.35767444427181594,0.061095099359810875
4,14.149999999999999,0.29,0.23,14.2,0.024,24.0,99.0,0.99551,3.08,0.38,10.6,0,7.0,2.0,0.2546422183735807,0.02371652661731604
0,8.7,0.41,0.9999999999999999,6.2,0.004,43.0,42.0,0.97697,2.89,0.77,13.6,-1,9.5,2.0,0.3435897043900769,0.003992021269537453
0,7.2,0.17,0.28,8.7,0.05,43.0,154.0,1.0197075,2.94,0.575,14.3,0,8.0,2.0,0.15700374880966475,0.04879016416943201
4,5.2,0.67,0.9999999999999999,15.4,0.248,30.0,198.0,0.9986,3.2,0.69,9.4,1,8.0,2.0,0.5128236264286637,0.22154226994723591
3,6.0,0.36,0.9999999999999999,30.2,0.063,113.5,109.0,1.0197075,3.69,0.71,10.0,0,7.0,2.0,0.3074846997479606,0.061095099359810875
4,6.0,0.24,0.9999999999999999,2.4,0.248,43.0,321.0,0.9946,3.93,0.575,10.4,1,7.0,2.0,0.2151113796169455,0.22154226994723591
4,14.149999999999999,1.16,0.12,8.7,0.097,100.0,195.0,0.9685275,3.28,0.75,9.4,1,8.0,2.0,0.7701082216960736,0.0925791812930932
0,6.0,1.15,0.96,8.7,0.064,113.5,321.0,0.995,2.78,1.19,6.6,0,7.0,2.0,0.7654678421395714,0.06203539091945264
3,11.4,0.26,0.39,1.1,0.248,43.0,321.0,1.01382,2.63,0.52,11.0,0,7.0,2.0,0.23111172096338664,0.22154226994723591
0,7.3,0.17,0.36,8.7,0.028,103.0,321.0,0.99272,3.14,0.41,15.3,0,8.0,2.0,0.15700374880966475,0.027615167032973367
3,5.9,0.21,0.23,7.9,0.248,43.0,150.0,0.9944,4.17,0.93,10.9,-1,6.0,2.0,0.19062035960864973,0.22154226994723591
5,7.9,0.36,0.45,30.2,0.038,53.0,141.0,1.0197075,4.17,0.1,7.2,1,9.0,2.0,0.3074846997479606,0.037295784743696894
4,7.2,0.36,0.35,1.4,0.063,113.5,155.0,0.9912,3.16,0.07,10.6,-1,8.0,2.0,0.3074846997479606,0.061095099359810875
6,6.7,0.35,0.39,8.7,0.063,113.5,162.0,0.9936,3.06,0.34,11.9,1,9.0,2.0,0.30010459245033805,0.061095099359810875
5,7.2,0.36,0.39,8.7,0.027,36.0,150.0,0.9898,4.17,0.36,10.2,0,7.0,2.0,0.3074846997479606,0.02664193094642118
0,7.2,0.66,0.39,2.5,0.085,43.0,53.0,0.97722,3.87,0.72,4.5,1,9.5,2.0,0.5068176023684519,0.08157998699242289
0,6.8,0.25,0.67,30.2,0.248,29.0,150.0,0.99035,3.19,0.575,12.2,2,7.0,2.0,0.22314355131420976,0.22154226994723591
0,6.2,0.16,0.9999999999999999,18.2,0.063,43.0,321.0,0.99739,3.23,0.575,11.2,1,7.0,2.0,0.14842000511827327,0.061095099359810875
